season_id,episode,challenge,format,role,winner
s10_the_inferno_ii,4,Run for Your Money,team,prize,Landon Lueck
s10_the_inferno_ii,4,Run for Your Money,team,prize,Mike Mizanin
s10_the_inferno_ii,4,Run for Your Money,team,prize,Shavonda Billingslea
s10_the_inferno_ii,4,Run for Your Money,team,prize,Julie Stoffer
s10_the_inferno_ii,4,Run for Your Money,team,prize,Brad Fiorenza
s10_the_inferno_ii,4,Run for Your Money,team,prize,Jodi Weatherton
s10_the_inferno_ii,5,Shirt Off My Back,team,prize,Darrell Taylor
s10_the_inferno_ii,5,Shirt Off My Back,team,prize,Jamie Chung
s10_the_inferno_ii,5,Shirt Off My Back,team,prize,Landon Lueck
s10_the_inferno_ii,5,Shirt Off My Back,team,prize,Mike Mizanin
s10_the_inferno_ii,5,Shirt Off My Back,team,prize,Shavonda Billingslea
s10_the_inferno_ii,5,Shirt Off My Back,team,prize,Julie Stoffer
s10_the_inferno_ii,5,Shirt Off My Back,team,prize,Brad Fiorenza
s10_the_inferno_ii,5,Shirt Off My Back,team,prize,Jodi Weatherton
s10_the_inferno_ii,6,Dodge Yer Balls,team,prize,Abram Boise
s10_the_inferno_ii,6,Dodge Yer Balls,team,prize,CT Tamburello
s10_the_inferno_ii,6,Dodge Yer Balls,team,prize,Derrick Kosinski
s10_the_inferno_ii,6,Dodge Yer Balls,team,prize,Rachel Robinson
s10_the_inferno_ii,6,Dodge Yer Balls,team,prize,Tonya Cooley
s10_the_inferno_ii,6,Dodge Yer Balls,team,prize,Veronica Portillo
s10_the_inferno_ii,6,Dodge Yer Balls,team,prize,Beth Stolarczyk
s10_the_inferno_ii,7,Fill in the Gaps,team,prize,Abram Boise
s10_the_inferno_ii,7,Fill in the Gaps,team,prize,CT Tamburello
s10_the_inferno_ii,7,Fill in the Gaps,team,prize,Derrick Kosinski
s10_the_inferno_ii,7,Fill in the Gaps,team,prize,Rachel Robinson
s10_the_inferno_ii,7,Fill in the Gaps,team,prize,Tonya Cooley
s10_the_inferno_ii,7,Fill in the Gaps,team,prize,Beth Stolarczyk
s10_the_inferno_ii,8,Zip Up,team,prize,Darrell Taylor
s10_the_inferno_ii,8,Zip Up,team,prize,Jamie Chung
s10_the_inferno_ii,8,Zip Up,team,prize,Landon Lueck
s10_the_inferno_ii,8,Zip Up,team,prize,Mike Mizanin
s10_the_inferno_ii,8,Zip Up,team,prize,Shavonda Billingslea
s10_the_inferno_ii,8,Zip Up,team,prize,Julie Stoffer
s10_the_inferno_ii,8,Zip Up,team,prize,Brad Fiorenza
s10_the_inferno_ii,9,Never Ending Climb,team,prize,Darrell Taylor
s10_the_inferno_ii,9,Never Ending Climb,team,prize,Jamie Chung
s10_the_inferno_ii,9,Never Ending Climb,team,prize,Landon Lueck
s10_the_inferno_ii,9,Never Ending Climb,team,prize,Mike Mizanin
s10_the_inferno_ii,9,Never Ending Climb,team,prize,Shavonda Billingslea
s10_the_inferno_ii,9,Never Ending Climb,team,prize,Julie Stoffer
s10_the_inferno_ii,9,Never Ending Climb,team,prize,Brad Fiorenza
s10_the_inferno_ii,10,What a Drag,team,prize,CT Tamburello
s10_the_inferno_ii,10,What a Drag,team,prize,Derrick Kosinski
s10_the_inferno_ii,10,What a Drag,team,prize,Rachel Robinson
s10_the_inferno_ii,10,What a Drag,team,prize,Tonya Cooley
s10_the_inferno_ii,10,What a Drag,team,prize,Beth Stolarczyk
s10_the_inferno_ii,11,Riddle Me This,team,prize,Darrell Taylor
s10_the_inferno_ii,11,Riddle Me This,team,prize,Jamie Chung
s10_the_inferno_ii,11,Riddle Me This,team,prize,Landon Lueck
s10_the_inferno_ii,11,Riddle Me This,team,prize,Mike Mizanin
s10_the_inferno_ii,11,Riddle Me This,team,prize,Shavonda Billingslea
s10_the_inferno_ii,11,Riddle Me This,team,prize,Julie Stoffer
s10_the_inferno_ii,12,Time to Ride,team,prize,CT Tamburello
s10_the_inferno_ii,12,Time to Ride,team,prize,Derrick Kosinski
s10_the_inferno_ii,12,Time to Ride,team,prize,Rachel Robinson
s10_the_inferno_ii,12,Time to Ride,team,prize,Beth Stolarczyk
s10_the_inferno_ii,13,If Memory Serves,team,prize,Darrell Taylor
s10_the_inferno_ii,13,If Memory Serves,team,prize,Jamie Chung
s10_the_inferno_ii,13,If Memory Serves,team,prize,Landon Lueck
s10_the_inferno_ii,13,If Memory Serves,team,prize,Mike Mizanin
s10_the_inferno_ii,13,If Memory Serves,team,prize,Shavonda Billingslea
s10_the_inferno_ii,14,Crab Grab,team,prize,Darrell Taylor
s10_the_inferno_ii,14,Crab Grab,team,prize,Jamie Chung
s10_the_inferno_ii,14,Crab Grab,team,prize,Landon Lueck
s10_the_inferno_ii,14,Crab Grab,team,prize,Mike Mizanin
s10_the_inferno_ii,14,Crab Grab,team,prize,Shavonda Billingslea
s10_the_inferno_ii,15,Heart Rate Bungee,team,prize,Darrell Taylor
s10_the_inferno_ii,15,Heart Rate Bungee,team,prize,Jamie Chung
s10_the_inferno_ii,15,Heart Rate Bungee,team,prize,Landon Lueck
s10_the_inferno_ii,15,Heart Rate Bungee,team,prize,Mike Mizanin
s10_the_inferno_ii,15,Heart Rate Bungee,team,prize,Shavonda Billingslea
s10_the_inferno_ii,15,,individual,prize,CT Tamburello
s11_the_gauntlet_2,2,Chock Full o' Coconuts,team,prize,Ibis Nieves
s11_the_gauntlet_2,2,Chock Full o' Coconuts,team,prize,Jamie Murray
s11_the_gauntlet_2,2,Chock Full o' Coconuts,team,prize,Jodi Weatherton
s11_the_gauntlet_2,2,Chock Full o' Coconuts,team,prize,Kina Dean
s11_the_gauntlet_2,2,Chock Full o' Coconuts,team,prize,Landon Lueck
s11_the_gauntlet_2,2,Chock Full o' Coconuts,team,prize,MJ Garrett
s11_the_gauntlet_2,2,Chock Full o' Coconuts,team,prize,Randy Barry
s11_the_gauntlet_2,2,Chock Full o' Coconuts,team,prize,Susie Meister
s11_the_gauntlet_2,2,Chock Full o' Coconuts,team,prize,Jillian Zoboroski
s11_the_gauntlet_2,2,Chock Full o' Coconuts,team,prize,Jeremy Blossom
s11_the_gauntlet_2,2,Chock Full o' Coconuts,team,prize,Cara Zavaleta
s11_the_gauntlet_2,2,Chock Full o' Coconuts,team,prize,Adam King
s11_the_gauntlet_2,2,Chock Full o' Coconuts,team,prize,Danny Dias
s11_the_gauntlet_2,2,Chock Full o' Coconuts,team,prize,Cameran Eubanks
s11_the_gauntlet_2,2,Chock Full o' Coconuts,team,prize,Jo Rhodes
s11_the_gauntlet_2,3,Team Builders,team,prize,Aneesa Ferreira
s11_the_gauntlet_2,3,Team Builders,team,prize,David Burns
s11_the_gauntlet_2,3,Team Builders,team,prize,Julie Stoffer
s11_the_gauntlet_2,3,Team Builders,team,prize,Katie Cooley
s11_the_gauntlet_2,3,Team Builders,team,prize,Mark Long
s11_the_gauntlet_2,3,Team Builders,team,prize,Robin Hibbard
s11_the_gauntlet_2,3,Team Builders,team,prize,Timmy Beggy
s11_the_gauntlet_2,3,Team Builders,team,prize,Derrick Kosinski
s11_the_gauntlet_2,3,Team Builders,team,prize,Brad Fiorenza
s11_the_gauntlet_2,3,Team Builders,team,prize,Beth Stolarczyk
s11_the_gauntlet_2,3,Team Builders,team,prize,Syrus Yarbrough
s11_the_gauntlet_2,3,Team Builders,team,prize,Montana McGlynn
s11_the_gauntlet_2,3,Team Builders,team,prize,Ace Amerson
s11_the_gauntlet_2,3,Team Builders,team,prize,Jisela Delgado
s11_the_gauntlet_2,4,Moving Pyramid,team,prize,Aneesa Ferreira
s11_the_gauntlet_2,4,Moving Pyramid,team,prize,David Burns
s11_the_gauntlet_2,4,Moving Pyramid,team,prize,Julie Stoffer
s11_the_gauntlet_2,4,Moving Pyramid,team,prize,Katie Cooley
s11_the_gauntlet_2,4,Moving Pyramid,team,prize,Mark Long
s11_the_gauntlet_2,4,Moving Pyramid,team,prize,Robin Hibbard
s11_the_gauntlet_2,4,Moving Pyramid,team,prize,Timmy Beggy
s11_the_gauntlet_2,4,Moving Pyramid,team,prize,Derrick Kosinski
s11_the_gauntlet_2,4,Moving Pyramid,team,prize,Brad Fiorenza
s11_the_gauntlet_2,4,Moving Pyramid,team,prize,Beth Stolarczyk
s11_the_gauntlet_2,4,Moving Pyramid,team,prize,Syrus Yarbrough
s11_the_gauntlet_2,4,Moving Pyramid,team,prize,Montana McGlynn
s11_the_gauntlet_2,4,Moving Pyramid,team,prize,Ace Amerson
s11_the_gauntlet_2,4,Moving Pyramid,team,prize,Jisela Delgado
s11_the_gauntlet_2,5,Spongeworthy,team,prize,Ibis Nieves
s11_the_gauntlet_2,5,Spongeworthy,team,prize,Jamie Murray
s11_the_gauntlet_2,5,Spongeworthy,team,prize,Jodi Weatherton
s11_the_gauntlet_2,5,Spongeworthy,team,prize,Kina Dean
s11_the_gauntlet_2,5,Spongeworthy,team,prize,Landon Lueck
s11_the_gauntlet_2,5,Spongeworthy,team,prize,MJ Garrett
s11_the_gauntlet_2,5,Spongeworthy,team,prize,Randy Barry
s11_the_gauntlet_2,5,Spongeworthy,team,prize,Susie Meister
s11_the_gauntlet_2,5,Spongeworthy,team,prize,Jillian Zoboroski
s11_the_gauntlet_2,5,Spongeworthy,team,prize,Jeremy Blossom
s11_the_gauntlet_2,5,Spongeworthy,team,prize,Cara Zavaleta
s11_the_gauntlet_2,5,Spongeworthy,team,prize,Adam King
s11_the_gauntlet_2,5,Spongeworthy,team,prize,Cameran Eubanks
s11_the_gauntlet_2,5,Spongeworthy,team,prize,Jo Rhodes
s11_the_gauntlet_2,6,Body Painters,team,prize,Aneesa Ferreira
s11_the_gauntlet_2,6,Body Painters,team,prize,David Burns
s11_the_gauntlet_2,6,Body Painters,team,prize,Julie Stoffer
s11_the_gauntlet_2,6,Body Painters,team,prize,Katie Cooley
s11_the_gauntlet_2,6,Body Painters,team,prize,Mark Long
s11_the_gauntlet_2,6,Body Painters,team,prize,Robin Hibbard
s11_the_gauntlet_2,6,Body Painters,team,prize,Timmy Beggy
s11_the_gauntlet_2,6,Body Painters,team,prize,Derrick Kosinski
s11_the_gauntlet_2,6,Body Painters,team,prize,Brad Fiorenza
s11_the_gauntlet_2,6,Body Painters,team,prize,Beth Stolarczyk
s11_the_gauntlet_2,6,Body Painters,team,prize,Syrus Yarbrough
s11_the_gauntlet_2,6,Body Painters,team,prize,Montana McGlynn
s11_the_gauntlet_2,6,Body Painters,team,prize,Ace Amerson
s11_the_gauntlet_2,7,Rickshaw Races,team,prize,Ibis Nieves
s11_the_gauntlet_2,7,Rickshaw Races,team,prize,Jamie Murray
s11_the_gauntlet_2,7,Rickshaw Races,team,prize,Jodi Weatherton
s11_the_gauntlet_2,7,Rickshaw Races,team,prize,Kina Dean
s11_the_gauntlet_2,7,Rickshaw Races,team,prize,Landon Lueck
s11_the_gauntlet_2,7,Rickshaw Races,team,prize,MJ Garrett
s11_the_gauntlet_2,7,Rickshaw Races,team,prize,Randy Barry
s11_the_gauntlet_2,7,Rickshaw Races,team,prize,Susie Meister
s11_the_gauntlet_2,7,Rickshaw Races,team,prize,Jillian Zoboroski
s11_the_gauntlet_2,7,Rickshaw Races,team,prize,Jeremy Blossom
s11_the_gauntlet_2,7,Rickshaw Races,team,prize,Cara Zavaleta
s11_the_gauntlet_2,7,Rickshaw Races,team,prize,Cameran Eubanks
s11_the_gauntlet_2,7,Rickshaw Races,team,prize,Jo Rhodes
s11_the_gauntlet_2,8,Team Strength,team,prize,Ibis Nieves
s11_the_gauntlet_2,8,Team Strength,team,prize,Jamie Murray
s11_the_gauntlet_2,8,Team Strength,team,prize,Jodi Weatherton
s11_the_gauntlet_2,8,Team Strength,team,prize,Kina Dean
s11_the_gauntlet_2,8,Team Strength,team,prize,Landon Lueck
s11_the_gauntlet_2,8,Team Strength,team,prize,MJ Garrett
s11_the_gauntlet_2,8,Team Strength,team,prize,Randy Barry
s11_the_gauntlet_2,8,Team Strength,team,prize,Susie Meister
s11_the_gauntlet_2,8,Team Strength,team,prize,Jillian Zoboroski
s11_the_gauntlet_2,8,Team Strength,team,prize,Jeremy Blossom
s11_the_gauntlet_2,8,Team Strength,team,prize,Cara Zavaleta
s11_the_gauntlet_2,8,Team Strength,team,prize,Cameran Eubanks
s11_the_gauntlet_2,8,Team Strength,team,prize,Jo Rhodes
s11_the_gauntlet_2,9,Balancing Act,team,prize,Ibis Nieves
s11_the_gauntlet_2,9,Balancing Act,team,prize,Jamie Murray
s11_the_gauntlet_2,9,Balancing Act,team,prize,Jodi Weatherton
s11_the_gauntlet_2,9,Balancing Act,team,prize,Kina Dean
s11_the_gauntlet_2,9,Balancing Act,team,prize,Landon Lueck
s11_the_gauntlet_2,9,Balancing Act,team,prize,MJ Garrett
s11_the_gauntlet_2,9,Balancing Act,team,prize,Randy Barry
s11_the_gauntlet_2,9,Balancing Act,team,prize,Susie Meister
s11_the_gauntlet_2,9,Balancing Act,team,prize,Jillian Zoboroski
s11_the_gauntlet_2,9,Balancing Act,team,prize,Jeremy Blossom
s11_the_gauntlet_2,9,Balancing Act,team,prize,Cara Zavaleta
s11_the_gauntlet_2,9,Balancing Act,team,prize,Cameran Eubanks
s11_the_gauntlet_2,9,Balancing Act,team,prize,Jo Rhodes
s11_the_gauntlet_2,10,Buck-A-Neer,team,prize,Ibis Nieves
s11_the_gauntlet_2,10,Buck-A-Neer,team,prize,Jamie Murray
s11_the_gauntlet_2,10,Buck-A-Neer,team,prize,Jodi Weatherton
s11_the_gauntlet_2,10,Buck-A-Neer,team,prize,Kina Dean
s11_the_gauntlet_2,10,Buck-A-Neer,team,prize,Landon Lueck
s11_the_gauntlet_2,10,Buck-A-Neer,team,prize,MJ Garrett
s11_the_gauntlet_2,10,Buck-A-Neer,team,prize,Randy Barry
s11_the_gauntlet_2,10,Buck-A-Neer,team,prize,Susie Meister
s11_the_gauntlet_2,10,Buck-A-Neer,team,prize,Jillian Zoboroski
s11_the_gauntlet_2,10,Buck-A-Neer,team,prize,Jeremy Blossom
s11_the_gauntlet_2,10,Buck-A-Neer,team,prize,Cara Zavaleta
s11_the_gauntlet_2,10,Buck-A-Neer,team,prize,Cameran Eubanks
s11_the_gauntlet_2,10,Buck-A-Neer,team,prize,Jo Rhodes
s11_the_gauntlet_2,11,Pull Me,team,prize,Aneesa Ferreira
s11_the_gauntlet_2,11,Pull Me,team,prize,David Burns
s11_the_gauntlet_2,11,Pull Me,team,prize,Julie Stoffer
s11_the_gauntlet_2,11,Pull Me,team,prize,Katie Cooley
s11_the_gauntlet_2,11,Pull Me,team,prize,Mark Long
s11_the_gauntlet_2,11,Pull Me,team,prize,Robin Hibbard
s11_the_gauntlet_2,11,Pull Me,team,prize,Timmy Beggy
s11_the_gauntlet_2,11,Pull Me,team,prize,Derrick Kosinski
s11_the_gauntlet_2,11,Pull Me,team,prize,Brad Fiorenza
s11_the_gauntlet_2,11,Pull Me,team,prize,Beth Stolarczyk
s11_the_gauntlet_2,12,Spare Tires,team,prize,Aneesa Ferreira
s11_the_gauntlet_2,12,Spare Tires,team,prize,David Burns
s11_the_gauntlet_2,12,Spare Tires,team,prize,Julie Stoffer
s11_the_gauntlet_2,12,Spare Tires,team,prize,Katie Cooley
s11_the_gauntlet_2,12,Spare Tires,team,prize,Mark Long
s11_the_gauntlet_2,12,Spare Tires,team,prize,Robin Hibbard
s11_the_gauntlet_2,12,Spare Tires,team,prize,Timmy Beggy
s11_the_gauntlet_2,12,Spare Tires,team,prize,Derrick Kosinski
s11_the_gauntlet_2,12,Spare Tires,team,prize,Brad Fiorenza
s11_the_gauntlet_2,12,Spare Tires,team,prize,Beth Stolarczyk
s11_the_gauntlet_2,13,Easy Does It,team,prize,Ibis Nieves
s11_the_gauntlet_2,13,Easy Does It,team,prize,Jamie Murray
s11_the_gauntlet_2,13,Easy Does It,team,prize,Jodi Weatherton
s11_the_gauntlet_2,13,Easy Does It,team,prize,Kina Dean
s11_the_gauntlet_2,13,Easy Does It,team,prize,Landon Lueck
s11_the_gauntlet_2,13,Easy Does It,team,prize,MJ Garrett
s11_the_gauntlet_2,13,Easy Does It,team,prize,Randy Barry
s11_the_gauntlet_2,13,Easy Does It,team,prize,Susie Meister
s11_the_gauntlet_2,13,Easy Does It,team,prize,Jillian Zoboroski
s11_the_gauntlet_2,13,Easy Does It,team,prize,Cameran Eubanks
s11_the_gauntlet_2,13,Easy Does It,team,prize,Jo Rhodes
s11_the_gauntlet_2,14,The Pit,team,prize,Ibis Nieves
s11_the_gauntlet_2,14,The Pit,team,prize,Jamie Murray
s11_the_gauntlet_2,14,The Pit,team,prize,Jodi Weatherton
s11_the_gauntlet_2,14,The Pit,team,prize,Kina Dean
s11_the_gauntlet_2,14,The Pit,team,prize,Landon Lueck
s11_the_gauntlet_2,14,The Pit,team,prize,MJ Garrett
s11_the_gauntlet_2,14,The Pit,team,prize,Randy Barry
s11_the_gauntlet_2,14,The Pit,team,prize,Susie Meister
s11_the_gauntlet_2,14,The Pit,team,prize,Jillian Zoboroski
s11_the_gauntlet_2,14,The Pit,team,prize,Cameran Eubanks
s11_the_gauntlet_2,14,The Pit,team,prize,Jo Rhodes
s11_the_gauntlet_2,15,Blind Trust,team,prize,Aneesa Ferreira
s11_the_gauntlet_2,15,Blind Trust,team,prize,David Burns
s11_the_gauntlet_2,15,Blind Trust,team,prize,Julie Stoffer
s11_the_gauntlet_2,15,Blind Trust,team,prize,Katie Cooley
s11_the_gauntlet_2,15,Blind Trust,team,prize,Mark Long
s11_the_gauntlet_2,15,Blind Trust,team,prize,Robin Hibbard
s11_the_gauntlet_2,15,Blind Trust,team,prize,Timmy Beggy
s11_the_gauntlet_2,15,Blind Trust,team,prize,Derrick Kosinski
s11_the_gauntlet_2,15,Blind Trust,team,prize,Beth Stolarczyk
s11_the_gauntlet_2,16/17,Piece by Piece,team,prize,Ibis Nieves
s11_the_gauntlet_2,16/17,Piece by Piece,team,prize,Jamie Murray
s11_the_gauntlet_2,16/17,Piece by Piece,team,prize,Jodi Weatherton
s11_the_gauntlet_2,16/17,Piece by Piece,team,prize,Kina Dean
s11_the_gauntlet_2,16/17,Piece by Piece,team,prize,Landon Lueck
s11_the_gauntlet_2,16/17,Piece by Piece,team,prize,MJ Garrett
s11_the_gauntlet_2,16/17,Piece by Piece,team,prize,Randy Barry
s11_the_gauntlet_2,16/17,Piece by Piece,team,prize,Susie Meister
s11_the_gauntlet_2,16/17,Piece by Piece,team,prize,Cameran Eubanks
s11_the_gauntlet_2,16/17,Piece by Piece,team,prize,Jo Rhodes
s12_fresh_meat,1,Stuck on Me,pair,prize,Coral Smith
s12_fresh_meat,1,Stuck on Me,pair,prize,Evan Starkman
s12_fresh_meat,2,Bushwhacked,pair,prize,Coral Smith
s12_fresh_meat,2,Bushwhacked,pair,prize,Evan Starkman
s12_fresh_meat,3,Hang On,pair,prize,Coral Smith
s12_fresh_meat,3,Hang On,pair,prize,Evan Starkman
s12_fresh_meat,4,Jail Break,pair,prize,Theo von Kurnatowski
s12_fresh_meat,4,Jail Break,pair,prize,Chanda Sneed
s12_fresh_meat,5,Climber's Paradise,pair,prize,Coral Smith
s12_fresh_meat,5,Climber's Paradise,pair,prize,Evan Starkman
s12_fresh_meat,6,Rollin' in Oats,pair,prize,Coral Smith
s12_fresh_meat,6,Rollin' in Oats,pair,prize,Evan Starkman
s12_fresh_meat,7,Crossed Paths,pair,prize,Theo von Kurnatowski
s12_fresh_meat,7,Crossed Paths,pair,prize,Chanda Sneed
s12_fresh_meat,8,Incredible Deflating Kayak,pair,prize,Shane Landrum
s12_fresh_meat,8,Incredible Deflating Kayak,pair,prize,Linette Gallo
s12_fresh_meat,9,Swimming with Sharks,pair,prize,Shane Landrum
s12_fresh_meat,9,Swimming with Sharks,pair,prize,Linette Gallo
s12_fresh_meat,10,Human Ox Pull,pair,prize,Darrell Taylor
s12_fresh_meat,10,Human Ox Pull,pair,prize,Aviv Melmed
s12_fresh_meat,11,Batten Down the Hatches,pair,prize,Derrick Kosinski
s12_fresh_meat,11,Batten Down the Hatches,pair,prize,Diem Brown
s12_fresh_meat,12,Jump Down Under,pair,prize,Derrick Kosinski
s12_fresh_meat,12,Jump Down Under,pair,prize,Diem Brown
s12_fresh_meat,13,Deep Blue,pair,prize,Derrick Kosinski
s12_fresh_meat,13,Deep Blue,pair,prize,Diem Brown
s12_fresh_meat,14,Target Training,pair,prize,Darrell Taylor
s12_fresh_meat,14,Target Training,pair,prize,Aviv Melmed
s12_fresh_meat,15,What a Croc,pair,prize,Tina Barta
s12_fresh_meat,15,What a Croc,pair,prize,Kenny Santucci
s13_the_duel,1/2,Reaching Out,individual,prize,Robin Hibbard
s13_the_duel,1/2,Reaching Out,individual,safety,Big Easy Banks
s13_the_duel,2/3,Ring Toss,individual,prize,Kenny Santucci
s13_the_duel,2/3,Ring Toss,individual,safety,Diem Brown
s13_the_duel,3,Pass with Care,individual,prize,Jodi Weatherton
s13_the_duel,3,Pass with Care,individual,safety,Evan Starkman
s13_the_duel,4,Roller Derby,individual,prize,Brad Fiorenza
s13_the_duel,4,Roller Derby,individual,safety,Jodi Weatherton
s13_the_duel,5,Push Over,individual,prize,Beth Stolarczyk
s13_the_duel,5,Push Over,individual,safety,Derrick Kosinski
s13_the_duel,6,Flying Leap,individual,prize,CT Tamburello
s13_the_duel,6,Flying Leap,individual,safety,Svetlana Shusterman
s13_the_duel,7,Throwback,individual,prize,Kina Dean
s13_the_duel,7,Throwback,individual,safety,Evan Starkman
s13_the_duel,8,Rafty Race,individual,prize,CT Tamburello
s13_the_duel,8,Rafty Race,individual,safety,Jodi Weatherton
s13_the_duel,9,Pole Dance,individual,prize,Diem Brown
s13_the_duel,9,Pole Dance,individual,safety,Evan Starkman
s13_the_duel,10,Dine-N-Dash,individual,prize,Evan Starkman
s13_the_duel,10,Dine-N-Dash,individual,safety,Diem Brown
s13_the_duel,11,Stacking Stairs,individual,prize,Jodi Weatherton
s13_the_duel,11,Stacking Stairs,individual,safety,Evan Starkman
s13_the_duel,12,Ice Breakers,individual,prize,Evan Starkman
s13_the_duel,12,Ice Breakers,individual,safety,Jodi Weatherton
s13_the_duel,13,Sunken Treasure,individual,prize,Svetlana Shusterman
s13_the_duel,13,Sunken Treasure,individual,safety,Wes Bergmann
s13_the_duel,14,Around the Block,individual,prize,CT Tamburello
s13_the_duel,14,Around the Block,individual,safety,Jodi Weatherton
s13_the_duel,15,Paddle Me,individual,prize,Wes Bergmann
s13_the_duel,15,Paddle Me,pair,safety,Brad Fiorenza
s13_the_duel,15,Paddle Me,pair,safety,CT Tamburello
s13_the_duel,15,,individual,prize,Jodi Weatherton
s13_the_duel,15,,pair,safety,Aneesa Ferreira
s13_the_duel,15,,pair,safety,Svetlana Shusterman
s14_the_inferno_3,1,Unbraided,team,prize,Derrick Kosinski
s14_the_inferno_3,1,Unbraided,team,prize,Evelyn Smith
s14_the_inferno_3,1,Unbraided,team,prize,Janelle Casanave
s14_the_inferno_3,1,Unbraided,team,prize,Kenny Santucci
s14_the_inferno_3,1,Unbraided,team,prize,Tonya Cooley
s14_the_inferno_3,1,Unbraided,team,prize,Aneesa Ferreira
s14_the_inferno_3,1,Unbraided,team,prize,Jenn Grijalva
s14_the_inferno_3,1,Unbraided,team,prize,Danny Jamieson
s14_the_inferno_3,1,Unbraided,team,prize,Tyri Ballard-Brown
s14_the_inferno_3,1,Unbraided,team,prize,CT Tamburello
s14_the_inferno_3,2/3,Ladder Race,team,prize,Derrick Kosinski
s14_the_inferno_3,2/3,Ladder Race,team,prize,Evelyn Smith
s14_the_inferno_3,2/3,Ladder Race,team,prize,Janelle Casanave
s14_the_inferno_3,2/3,Ladder Race,team,prize,Kenny Santucci
s14_the_inferno_3,2/3,Ladder Race,team,prize,Tonya Cooley
s14_the_inferno_3,2/3,Ladder Race,team,prize,Aneesa Ferreira
s14_the_inferno_3,2/3,Ladder Race,team,prize,Jenn Grijalva
s14_the_inferno_3,2/3,Ladder Race,team,prize,Danny Jamieson
s14_the_inferno_3,2/3,Ladder Race,team,prize,CT Tamburello
s14_the_inferno_3,3,Battering Ram,team,prize,Ace Amerson
s14_the_inferno_3,3,Battering Ram,team,prize,Alton Williams
s14_the_inferno_3,3,Battering Ram,team,prize,Cara Zavaleta
s14_the_inferno_3,3,Battering Ram,team,prize,Johnny Bananas
s14_the_inferno_3,3,Battering Ram,team,prize,Paula Meronek
s14_the_inferno_3,3,Battering Ram,team,prize,Susie Meister
s14_the_inferno_3,3,Battering Ram,team,prize,Davis Mallory
s14_the_inferno_3,3,Battering Ram,team,prize,Timmy Beggy
s14_the_inferno_3,3,Battering Ram,team,prize,Colie
s14_the_inferno_3,3,Battering Ram,team,prize,Rachel Moyal
s14_the_inferno_3,4,Wrap and Roll,team,prize,Ace Amerson
s14_the_inferno_3,4,Wrap and Roll,team,prize,Alton Williams
s14_the_inferno_3,4,Wrap and Roll,team,prize,Cara Zavaleta
s14_the_inferno_3,4,Wrap and Roll,team,prize,Johnny Bananas
s14_the_inferno_3,4,Wrap and Roll,team,prize,Paula Meronek
s14_the_inferno_3,4,Wrap and Roll,team,prize,Susie Meister
s14_the_inferno_3,4,Wrap and Roll,team,prize,Davis Mallory
s14_the_inferno_3,4,Wrap and Roll,team,prize,Timmy Beggy
s14_the_inferno_3,4,Wrap and Roll,team,prize,Colie
s14_the_inferno_3,5,Rope Burn,team,prize,Ace Amerson
s14_the_inferno_3,5,Rope Burn,team,prize,Alton Williams
s14_the_inferno_3,5,Rope Burn,team,prize,Cara Zavaleta
s14_the_inferno_3,5,Rope Burn,team,prize,Johnny Bananas
s14_the_inferno_3,5,Rope Burn,team,prize,Paula Meronek
s14_the_inferno_3,5,Rope Burn,team,prize,Susie Meister
s14_the_inferno_3,5,Rope Burn,team,prize,Davis Mallory
s14_the_inferno_3,5,Rope Burn,team,prize,Timmy Beggy
s14_the_inferno_3,5,Rope Burn,team,prize,Colie
s14_the_inferno_3,6,Reversible Climbing Wall,team,prize,Derrick Kosinski
s14_the_inferno_3,6,Reversible Climbing Wall,team,prize,Evelyn Smith
s14_the_inferno_3,6,Reversible Climbing Wall,team,prize,Janelle Casanave
s14_the_inferno_3,6,Reversible Climbing Wall,team,prize,Kenny Santucci
s14_the_inferno_3,6,Reversible Climbing Wall,team,prize,Tonya Cooley
s14_the_inferno_3,6,Reversible Climbing Wall,team,prize,Aneesa Ferreira
s14_the_inferno_3,6,Reversible Climbing Wall,team,prize,CT Tamburello
s14_the_inferno_3,7,Grape Smash,team,prize,Derrick Kosinski
s14_the_inferno_3,7,Grape Smash,team,prize,Evelyn Smith
s14_the_inferno_3,7,Grape Smash,team,prize,Janelle Casanave
s14_the_inferno_3,7,Grape Smash,team,prize,Kenny Santucci
s14_the_inferno_3,7,Grape Smash,team,prize,Tonya Cooley
s14_the_inferno_3,7,Grape Smash,team,prize,Aneesa Ferreira
s14_the_inferno_3,7,Grape Smash,team,prize,CT Tamburello
s14_the_inferno_3,8,Steady as You Go,team,prize,Ace Amerson
s14_the_inferno_3,8,Steady as You Go,team,prize,Alton Williams
s14_the_inferno_3,8,Steady as You Go,team,prize,Cara Zavaleta
s14_the_inferno_3,8,Steady as You Go,team,prize,Johnny Bananas
s14_the_inferno_3,8,Steady as You Go,team,prize,Paula Meronek
s14_the_inferno_3,8,Steady as You Go,team,prize,Susie Meister
s14_the_inferno_3,8,Steady as You Go,team,prize,Davis Mallory
s14_the_inferno_3,8,Steady as You Go,team,prize,Timmy Beggy
s14_the_inferno_3,9,Leaps and Bounds,team,prize,Derrick Kosinski
s14_the_inferno_3,9,Leaps and Bounds,team,prize,Evelyn Smith
s14_the_inferno_3,9,Leaps and Bounds,team,prize,Janelle Casanave
