season_id,player,gender,finish,origin,team,pair_id,source
s10_the_inferno_ii,Jon Brennan,M,Eliminated in Episode 2,w:c:mtvrealworld:The Real World: Los Angeles,Good Guys,,cast
s11_the_gauntlet_2,Aneesa Ferreira,F,Runners-Up in Don't Bet on It,w:c:mtvrealworld:The Real World: Chicago,Veterans,,cast
s11_the_gauntlet_2,David Burns,M,Runners-Up in Don't Bet on It,w:c:mtvrealworld:The Real World: Seattle,Veterans,,cast
s11_the_gauntlet_2,Julie Stoffer,F,Runners-Up in Don't Bet on It,w:c:mtvrealworld:The Real World: New Orleans (2000),Veterans,,cast
s11_the_gauntlet_2,Katie Cooley,F,Runners-Up in Don't Bet on It,w:c:roadrules:Road Rules: The Quest,Veterans,,cast
s11_the_gauntlet_2,Mark Long,M,Runners-Up in Don't Bet on It,w:c:roadrules:Road Rules: USA – The First Adventure,Veterans,,cast
s11_the_gauntlet_2,Robin Hibbard,F,Runners-Up in Don't Bet on It,w:c:mtvrealworld:The Real World: San Diego (2004),Veterans,,cast
s11_the_gauntlet_2,Timmy Beggy,M,Runners-Up in Don't Bet on It,w:c:roadrules:Road Rules: USA – The Second Adventure,Veterans,,cast
s11_the_gauntlet_2,Derrick Kosinski,M,Eliminated in Don't Bet on It,w:c:roadrules:Road Rules: X-Treme,Veterans,,cast
s11_the_gauntlet_2,Brad Fiorenza,M,"Eliminated in The Good, the Brad, and the Ugly",w:c:mtvrealworld:The Real World: San Diego (2004),Veterans,,cast
s11_the_gauntlet_2,Beth Stolarczyk,F,Quit in Mac-Beth,w:c:mtvrealworld:The Real World: Los Angeles,Veterans,,cast
s11_the_gauntlet_2,Syrus Yarbrough,M,Eliminated in Bucked!,w:c:mtvrealworld:The Real World: Boston,Veterans,,cast
s11_the_gauntlet_2,Montana McGlynn,F,Eliminated in Walking the Line,w:c:mtvrealworld:The Real World: Boston,Veterans,,cast
s11_the_gauntlet_2,Ace Amerson,M,Eliminated in Rookie Moves,w:c:mtvrealworld:The Real World: Paris,Veterans,,cast
s11_the_gauntlet_2,Ruthie Alcaide,F,Eliminated in The Heat Is On,w:c:mtvrealworld:The Real World: Hawaii,Veterans,,cast
s11_the_gauntlet_2,Jisela Delgado,F,Eliminated in Sloppy Seconds,w:c:roadrules:Road Rules: The Quest,Veterans,,cast
s11_the_gauntlet_2,Adam Larson,M,Eliminated in Derrick Steps It Up,w:c:roadrules:Road Rules: The Quest,Veterans,,cast
s11_the_gauntlet_2,Alton Williams,M,Winners in Don't Bet on It,w:c:mtvrealworld:The Real World: Las Vegas (2002),Rookies,,cast
s11_the_gauntlet_2,Ibis Nieves,F,Winners in Don't Bet on It,w:c:roadrules:Road Rules: X-Treme,Rookies,,cast
s11_the_gauntlet_2,Jamie Murray,M,Winners in Don't Bet on It,w:c:mtvrealworld:The Real World: New Orleans (2000),Rookies,,cast
s11_the_gauntlet_2,Jodi Weatherton,F,Winners in Don't Bet on It,w:c:roadrules:Road Rules: X-Treme,Rookies,,cast
s11_the_gauntlet_2,Kina Dean,F,Winners in Don't Bet on It,w:c:roadrules:Road Rules: X-Treme,Rookies,,cast
s11_the_gauntlet_2,Landon Lueck,M,Winners in Don't Bet on It,w:c:mtvrealworld:The Real World: Philadelphia,Rookies,,cast
s11_the_gauntlet_2,MJ Garrett,M,Winners in Don't Bet on It,w:c:mtvrealworld:The Real World: Philadelphia,Rookies,,cast
s11_the_gauntlet_2,Randy Barry,M,Winners in Don't Bet on It,w:c:mtvrealworld:The Real World: San Diego (2004),Rookies,,cast
s11_the_gauntlet_2,Susie Meister,F,Winners in Don't Bet on It,w:c:roadrules:Road Rules: Down Under,Rookies,,cast
s11_the_gauntlet_2,Jillian Zoboroski,F,Eliminated in Blind Panic,w:c:roadrules:Road Rules: X-Treme,Rookies,,cast
s11_the_gauntlet_2,Jeremy Blossom,M,"Eliminated in Tire Me Up, Tire Me Down",w:c:roadrules:Road Rules: South Pacific,Rookies,,cast
s11_the_gauntlet_2,Cara Zavaleta,F,Eliminated in Victory at Last,w:c:roadrules:Road Rules: South Pacific,Rookies,,cast
s11_the_gauntlet_2,Adam King,M,Eliminated in Watching Paint Dry,w:c:mtvrealworld:The Real World: Paris,Rookies,,cast
s11_the_gauntlet_2,Danny Dias,M,"Eliminated in The $10,000 Pyramid",w:c:roadrules:Road Rules: X-Treme,Rookies,,cast
s11_the_gauntlet_2,Cameran Eubanks,F,Quit in We Can Work It Out,w:c:mtvrealworld:The Real World: San Diego (2004),Rookies,,cast
s11_the_gauntlet_2,Jo Rhodes,F,Quit in Derrick Steps It Up,w:c:mtvrealworld:The Real World: San Francisco,Rookies,,cast
s12_fresh_meat,Darrell Taylor,M,Winners in And the Winners Are...,w:c:roadrules:Road Rules: Campus Crawl,,row_002,cast
s12_fresh_meat,Aviv Melmed,F,Winners in And the Winners Are...,,,row_002,cast
s12_fresh_meat,Tina Barta,F,Runners-Up in And the Winners Are...,w:c:roadrules:Road Rules: South Pacific,,row_003,cast
s12_fresh_meat,Kenny Santucci,M,Runners-Up in And the Winners Are...,,,row_003,cast
s12_fresh_meat,Wes Bergmann,M,Third Place in And the Winners Are...,w:c:mtvrealworld:The Real World: Austin,,row_004,cast
s12_fresh_meat,Casey Cooper,F,Third Place in And the Winners Are...,,,row_004,cast
s12_fresh_meat,Derrick Kosinski,M,Eliminated in The Death Roll,w:c:roadrules:Road Rules: X-Treme,,row_005,cast
s12_fresh_meat,Diem Brown,F,Eliminated in The Death Roll,,,row_005,cast
s12_fresh_meat,Theo von Kurnatowski,M,Eliminated in Kenny and Tina's Triumph,w:c:roadrules:Road Rules: Maximum Velocity Tour,,row_006,cast
s12_fresh_meat,Chanda Sneed,F,Eliminated in Kenny and Tina's Triumph,,,row_006,cast
s12_fresh_meat,Shane Landrum,M,Eliminated in Jump Down Under,w:c:roadrules:Road Rules: Campus Crawl,,row_007,cast
s12_fresh_meat,Linette Gallo,F,Eliminated in Jump Down Under,,,row_007,cast
s12_fresh_meat,Coral Smith,F,Medically Disqualified in Money or Friendship?,w:c:mtvrealworld:The Real World: Back to New York,,row_008,cast
s12_fresh_meat,Evan Starkman,M,Medically Disqualified in Money or Friendship?,,,row_008,cast
s12_fresh_meat,Katie Cooley,F,Eliminated in Game Over?,w:c:roadrules:Road Rules: The Quest,,row_009,cast
s12_fresh_meat,Big Easy Banks,M,Eliminated in Game Over?,,,row_009,cast
s12_fresh_meat,Tonya Cooley,F,Eliminated in Kayak Challenge,w:c:mtvrealworld:The Real World: Chicago,,row_010,cast
s12_fresh_meat,Johnnie McBride,M,Eliminated in Kayak Challenge,,,row_010,cast
s12_fresh_meat,Johanna Botta,F,Eliminated in Costume Extravaganza,w:c:mtvrealworld:The Real World: Austin,,row_011,cast
s12_fresh_meat,Jesse Stark,M,Eliminated in Costume Extravaganza,,,row_011,cast
s12_fresh_meat,Melinda Collins,F,Eliminated in Jailbirds,w:c:mtvrealworld:The Real World: Austin,,row_012,cast
s12_fresh_meat,Ryan Kehoe,M,Eliminated in Jailbirds,,,row_012,cast
s12_fresh_meat,Danny Jamieson,M,Eliminated in Anxieties Run High,w:c:mtvrealworld:The Real World: Austin,,row_013,cast
s12_fresh_meat,Evelyn Smith,F,Eliminated in Anxieties Run High,,,row_013,cast
s13_the_duel,Wes Bergmann,M,Winner in The Big Payoff,w:c:mtvrealworld: The Real World: Austin,,,cast
s13_the_duel,Brad Fiorenza,M,Runner-Up in The Big Payoff,w:c:mtvrealworld: The Real World: San Diego (2004),,,cast
s13_the_duel,CT Tamburello,M,Disqualified in The Final Four,w:c:mtvrealworld: The Real World: Paris,,,cast
s13_the_duel,Evan Starkman,M,Eliminated in Fallen Alliances,Real World/Road Rules Challenge: Fresh Meat,,,cast
s13_the_duel,Big Easy Banks,M,Eliminated in Friend or Foe?,Real World/Road Rules Challenge: Fresh Meat,,,cast
s13_the_duel,Derrick Kosinski,M,Eliminated in Until Next Time Derrick,w:c:roadrules:Road Rules: X-Treme,,,cast
s13_the_duel,Nehemiah Clark,M,Eliminated in Nehemiah's Last Day,w:c:mtvrealworld: The Real World: Austin,,,cast
s13_the_duel,Kenny Santucci,M,Eliminated in The Drama Mafia,Real World/Road Rules Challenge: Fresh Meat,,,cast
s13_the_duel,Tyler Duckworth,M,Eliminated in Goodbye Tina and Tyler,w:c:mtvrealworld: The Real World: Key West,,,cast
s13_the_duel,Johnny Bananas,M,Eliminated in Welcome to Brazil,w:c:mtvrealworld: The Real World: Key West,,,cast
s13_the_duel,Jodi Weatherton,F,Winner in The Big Payoff,w:c:roadrules:Road Rules: X-Treme,,,cast
s13_the_duel,Svetlana Shusterman,F,Runner-Up in The Big Payoff,w:c:mtvrealworld: The Real World: Key West,,,cast
s13_the_duel,Aneesa Ferreira,F,Eliminated in The Final Four,w:c:mtvrealworld: The Real World: Chicago,,,cast
s13_the_duel,Diem Brown,F,Eliminated in The Big Split,Real World/Road Rules Challenge: Fresh Meat,,,cast
s13_the_duel,Kina Dean,F,Eliminated in Two for Two,w:c:roadrules:Road Rules: X-Treme,,,cast
s13_the_duel,Robin Hibbard,F,Eliminated in Harsh Words,w:c:mtvrealworld: The Real World: San Diego (2004),,,cast
s13_the_duel,Beth Stolarczyk,F,"Disqualified in What Goes Around, Comes Around",w:c:mtvrealworld: The Real World: Los Angeles,,,cast
s13_the_duel,Casey Cooper,F,Eliminated in Goodbye Casey,Real World/Road Rules Challenge: Fresh Meat,,,cast
s13_the_duel,Paula Meronek,F,Eliminated in Paula vs. Aneesa,w:c:mtvrealworld: The Real World: Key West,,,cast
s13_the_duel,Tina Barta,F,Disqualified in Goodbye Tina and Tyler,w:c:roadrules:Road Rules: South Pacific,,,cast
s14_the_inferno_3,Abram Boise,M,Winners in The Big Five,w:c:roadrules:Road Rules: South Pacific,Bad Asses,,cast
s14_the_inferno_3,Derrick Kosinski,M,Winners in The Big Five,w:c:roadrules:Road Rules: X-Treme,Bad Asses,,cast
s14_the_inferno_3,Evelyn Smith,F,Winners in The Big Five,Real World/Road Rules Challenge: Fresh Meat,Bad Asses,,cast
s14_the_inferno_3,Janelle Casanave,F,Winners in The Big Five,w:c:mtvrealworld:The Real World: Key West,Bad Asses,,cast
s14_the_inferno_3,Kenny Santucci,M,Winners in The Big Five,Real World/Road Rules Challenge: Fresh Meat,Bad Asses,,cast
s14_the_inferno_3,Tonya Cooley,F,Winners in The Big Five,w:c:mtvrealworld:The Real World: Chicago,Bad Asses,,cast
s14_the_inferno_3,Aneesa Ferreira,F,Eliminated in Team Girl Squad,,Bad Asses,,cast
s14_the_inferno_3,Jenn Grijalva,F,Eliminated in Match Point,w:c:mtvrealworld:The Real World: Denver,Bad Asses,,cast
s14_the_inferno_3,Danny Jamieson,M,Eliminated in Off The Wall,w:c:mtvrealworld:The Real World: Austin,Bad Asses,,cast
s14_the_inferno_3,Tyri Ballard-Brown,M,Eliminated in The Good Guys Strike Back!,w:c:mtvrealworld:The Real World: Denver,Bad Asses,,cast
s14_the_inferno_3,CT Tamburello,M,"Disqualified in Welcome to Africa, Part 1",w:c:mtvrealworld:The Real World: Paris,Bad Asses,,cast
s14_the_inferno_3,Ace Amerson,M,Runners-Up in The Big Five,w:c:mtvrealworld:The Real World: Paris,Good Guys,,cast
s14_the_inferno_3,Alton Williams,M,Runners-Up in The Big Five,w:c:mtvrealworld:The Real World: Las Vegas (2002),Good Guys,,cast
s14_the_inferno_3,Cara Zavaleta,F,Runners-Up in The Big Five,w:c:roadrules:Road Rules: South Pacific,Good Guys,,cast
s14_the_inferno_3,Johnny Bananas,M,Runners-Up in The Big Five,w:c:mtvrealworld:The Real World: Key West,Good Guys,,cast
s14_the_inferno_3,Paula Meronek,F,Runners-Up in The Big Five,w:c:mtvrealworld:The Real World: Key West,Good Guys,,cast
s14_the_inferno_3,Susie Meister,F,Runners-Up in The Big Five,w:c:roadrules:Road Rules: Down Under,Good Guys,,cast
s14_the_inferno_3,Davis Mallory,M,Eliminated in Hook The Man,w:c:mtvrealworld:The Real World: Denver,Good Guys,,cast
s14_the_inferno_3,Timmy Beggy,M,Disqualified in Pane In The Glass,w:c:roadrules:Road Rules: USA – The Second Adventure,Good Guys,,cast
s14_the_inferno_3,Colie,F,Eliminated in Walk This Way,w:c:mtvrealworld:The Real World: Denver,Good Guys,,cast
s14_the_inferno_3,Rachel Moyal,F,Eliminated in Playing The Game,w:c:mtvrealworld:The Real World: Austin,Good Guys,,cast
s15_the_gauntlet_iii,Adam King,M,Runners-Up in The Finale,w:c:mtvrealworld:The Real World: Paris,Veterans,,cast
s15_the_gauntlet_iii,Brad Fiorenza,M,Runners-Up in The Finale,w:c:mtvrealworld:The Real World: San Diego (2004),Veterans,,cast
s15_the_gauntlet_iii,CT Tamburello,M,Runners-Up in The Finale,w:c:mtvrealworld:The Real World: Paris,Veterans,,cast
s15_the_gauntlet_iii,Diem Brown,F,Runners-Up in The Finale,Real World/Road Rules Challenge: Fresh Meat,Veterans,,cast
s15_the_gauntlet_iii,Big Easy Banks,M,Runners-Up in The Finale,Real World/Road Rules Challenge: Fresh Meat,Veterans,,cast
s15_the_gauntlet_iii,Evan Starkman,M,Runners-Up in The Finale,Real World/Road Rules Challenge: Fresh Meat,Veterans,,cast
s15_the_gauntlet_iii,Evelyn Smith,F,Runners-Up in The Finale,Real World/Road Rules Challenge: Fresh Meat,Veterans,,cast
s15_the_gauntlet_iii,Kenny Santucci,M,Runners-Up in The Finale,Real World/Road Rules Challenge: Fresh Meat,Veterans,,cast
s15_the_gauntlet_iii,Paula Meronek,F,Runners-Up in The Finale,w:c:mtvrealworld:The Real World: Key West,Veterans,,cast
s15_the_gauntlet_iii,Robin Hibbard,F,Runners-Up in The Finale,w:c:mtvrealworld:The Real World: San Diego (2004),Veterans,,cast
s15_the_gauntlet_iii,Danny Jamieson,M,Eliminated in The Finale,w:c:mtvrealworld:The Real World: Austin,Veterans,,cast
s15_the_gauntlet_iii,Katie Cooley,F,Eliminated in Cold Blooded,w:c:roadrules:Road Rules: The Quest,Veterans,,cast
s15_the_gauntlet_iii,Casey Cooper,F,Eliminated in What Goes Around,Real World/Road Rules Challenge: Fresh Meat,Veterans,,cast
s15_the_gauntlet_iii,Coral Smith,F,Quit in What Goes Around,,Veterans,,cast
s15_the_gauntlet_iii,Beth Stolarczyk,F,Eliminated in Match-Up of the Century,w:c:mtvrealworld:The Real World: Los Angeles,Veterans,,cast
s15_the_gauntlet_iii,Johnny Bananas,M,Eliminated in Less Is More,w:c:mtvrealworld:The Real World: Key West,Veterans,,cast
s15_the_gauntlet_iii,Frank Roessler,M,Winners in The Finale,w:c:mtvrealworld:The Real World: Las Vegas,Rookies,,cast
s15_the_gauntlet_iii,Jillian Zoboroski,F,Winners in The Finale,w:c:roadrules:Road Rules: X-Treme,Rookies,,cast
s15_the_gauntlet_iii,Johanna Botta,F,Winners in The Finale,w:c:mtvrealworld:The Real World: Austin,Rookies,,cast
s15_the_gauntlet_iii,Nehemiah Clark,M,Winners in The Finale,w:c:mtvrealworld:The Real World: Austin,Rookies,,cast
s15_the_gauntlet_iii,Rachel Moyal,F,Winners in The Finale,w:c:mtvrealworld:The Real World: Austin,Rookies,,cast
s15_the_gauntlet_iii,Tori Hall,F,Winners in The Finale,w:c:roadrules:Road Rules 2007: Viewers' Revenge,Rookies,,cast
s15_the_gauntlet_iii,Ryan Kehoe,M,Eliminated in Cold Blooded,Real World/Road Rules Challenge: Fresh Meat,Rookies,,cast
s15_the_gauntlet_iii,MJ Garrett,M,Eliminated in All Alone,w:c:mtvrealworld:The Real World: Philadelphia,Rookies,,cast
s15_the_gauntlet_iii,Melinda Collins,F,Eliminated in All Alone,w:c:mtvrealworld:The Real World: Austin,Rookies,,cast
s15_the_gauntlet_iii,Derek McCray,M,Eliminated in Match-Up of the Century,w:c:roadrules:Road Rules 2007: Viewers' Revenge,Rookies,,cast
s15_the_gauntlet_iii,Zach Mann,M,Eliminated in It's Not Fair,w:c:mtvrealworld:The Real World: Key West,Rookies,,cast
s15_the_gauntlet_iii,Janelle Casanave,F,Eliminated in It's Not Fair,w:c:mtvrealworld:The Real World: Key West,Rookies,,cast
s15_the_gauntlet_iii,Tyri Ballard-Brown,M,Quit in Less Is More,w:c:mtvrealworld:The Real World: Denver,Rookies,,cast
s15_the_gauntlet_iii,Brooke LaBarbera,F,Eliminated in Less Is More,w:c:mtvrealworld:The Real World: Denver,Rookies,,cast
s15_the_gauntlet_iii,Tyler Duckworth,M,Eliminated in It's Personal,w:c:mtvrealworld:The Real World: Key West,Rookies,,cast
s15_the_gauntlet_iii,Angel Turlington,F,Eliminated in It's Personal,w:c:roadrules:Road Rules 2007: Viewers' Revenge,Rookies,,cast
s15_the_gauntlet_iii,Alex Smith,M,Eliminated in Viva Mexico,w:c:mtvrealworld:The Real World: Denver,Rookies,,cast
s16_the_island,Derrick Kosinski,M,Winners in Sailing to Victory,w:c:roadrules:Road Rules: X-Treme,,,cast
s16_the_island,Johnny Bananas,M,Winners in Sailing to Victory,w:c:mtvrealworld:The Real World: Key West,,,cast
s16_the_island,Kenny Santucci,M,Winners in Sailing to Victory,Real World/Road Rules Challenge: Fresh Meat,,,cast
s16_the_island,Ryan Kehoe,M,Runner-Up in Sailing to Victory,Real World/Road Rules Challenge: Fresh Meat,,,cast
s16_the_island,Dunbar Merrill,M,Eliminated in Sailing to Victory,w:c:mtvrealworld:The Real World: Sydney,,,cast
s16_the_island,Dan Walsh,M,Eliminated in Sailing to Victory,w:c:roadrules:Road Rules 2007: Viewers' Revenge,,,cast
s16_the_island,Cohutta Grindstaff,M,Eliminated in Island King,w:c:mtvrealworld:The Real World: Sydney,,,cast
s16_the_island,Tyri Ballard-Brown,M,Eliminated in Ev vs. the Island,w:c:mtvrealworld:The Real World: Denver,,,cast
s16_the_island,Abram Boise,M,Eliminated in Calling It Quits,w:c:roadrules:Road Rules: South Pacific,,,cast
s16_the_island,Dave Malinosky,M,Quit in Calling It Quits,w:c:mtvrealworld:The Real World: Hollywood,,,cast
s16_the_island,Evelyn Smith,F,Winner in Sailing to Victory,Real World/Road Rules Challenge: Fresh Meat,,,cast
s16_the_island,Jenn Grijalva,F,Runners-Up in Sailing to Victory,w:c:mtvrealworld:The Real World: Denver,,,cast
s16_the_island,Paula Meronek,F,Runners-Up in Sailing to Victory,w:c:mtvrealworld:The Real World: Key West,,,cast
s16_the_island,Robin Hibbard,F,Runners-Up in Sailing to Victory,w:c:mtvrealworld:The Real World: San Diego (2004),,,cast
s16_the_island,Johanna Botta,F,Eliminated in Sailing to Victory,w:c:mtvrealworld:The Real World: Austin,,,cast
s16_the_island,KellyAnne Judd,F,Eliminated in Sailing to Victory,w:c:mtvrealworld:The Real World: Sydney,,,cast
s16_the_island,Colie,F,Eliminated in Down to the Wire,w:c:mtvrealworld:The Real World: Denver,,,cast
s16_the_island,Ashli Robson,F,Eliminated in Are You a Quitter?,w:c:mtvrealworld:The Real World: Sydney,,,cast
s16_the_island,Rachel Robinson,F,Eliminated in Girl Fight,w:c:roadrules:Road Rules: Campus Crawl,,,cast
s16_the_island,Tonya Cooley,F,Eliminated in Welcome to the Island,w:c:mtvrealworld:The Real World: Chicago,,,cast
s17_the_duel_ii,Evan Starkman,M,Winner in Duel or Die,Real World/Road Rules Challenge: Fresh Meat,,,cast
s17_the_duel_ii,Brad Fiorenza,M,Runner-Up in Duel or Die,w:c:mtvrealworld:The Real World: San Diego (2004),,,cast
s17_the_duel_ii,Mark Long,M,Third Place in Duel or Die,w:c:roadrules:Road Rules: USA – The First Adventure,,,cast
s17_the_duel_ii,Landon Lueck,M,Eliminated in Duel or Die,w:c:mtvrealworld:The Real World: Philadelphia,,,cast
s17_the_duel_ii,MJ Garrett,M,Eliminated in Duel or Die,w:c:mtvrealworld:The Real World: Philadelphia,,,cast
s17_the_duel_ii,Derek McCray,M,Eliminated in If These Duels Could Talk,w:c:roadrules:Road Rules 2007: Viewers' Revenge,,,cast
s17_the_duel_ii,Dunbar Merrill,M,Eliminated in Deja Duel,w:c:mtvrealworld:The Real World: Sydney,,,cast
s17_the_duel_ii,Big Easy Banks,M,Eliminated in Dueling for Dunbar,Real World/Road Rules Challenge: Fresh Meat,,,cast
s17_the_duel_ii,Isaac Stout,M,Eliminated in Duelers on the Verge of a Nervous Breakdown,w:c:mtvrealworld:The Real World: Sydney,,,cast
s17_the_duel_ii,Nehemiah Clark,M,Eliminated in Duel-ality,w:c:mtvrealworld:The Real World: Austin,,,cast
s17_the_duel_ii,Davis Mallory,M,Eliminated in Duel What You Gotta Duel,w:c:mtvrealworld:The Real World: Denver,,,cast
s17_the_duel_ii,Ryan Kehoe,M,Eliminated in Duel Unto Others,Real World/Road Rules Challenge: Fresh Meat,,,cast
s17_the_duel_ii,Nick Brown,M,Eliminated in Damned if You Duel...,w:c:mtvrealworld:The Real World: Hollywood,,,cast
s17_the_duel_ii,Adam King,M,Disqualified in Damned if You Duel...,w:c:mtvrealworld:The Real World: Paris,,,cast
s17_the_duel_ii,CT Tamburello,M,Disqualified in Damned if You Duel...,w:c:mtvrealworld:The Real World: Paris,,,cast
s17_the_duel_ii,Rachel Robinson,F,Winner in Duel or Die,w:c:roadrules:Road Rules: Campus Crawl,,,cast
s17_the_duel_ii,Brittini Sherrod,F,Runner-Up in Duel or Die,w:c:mtvrealworld:The Real World: Hollywood,,,cast
s17_the_duel_ii,Aneesa Ferreira,F,Third Place in Duel or Die,w:c:mtvrealworld:The Real World: Chicago,,,cast
s17_the_duel_ii,Diem Brown,F,Eliminated in Duel or Die,Real World/Road Rules Challenge: Fresh Meat,,,cast
s17_the_duel_ii,Tori Hall,F,Eliminated in Duel or Die,w:c:roadrules:Road Rules 2007: Viewers' Revenge,,,cast
s17_the_duel_ii,Jenn Grijalva,F,Eliminated in If These Duels Could Talk,w:c:mtvrealworld:The Real World: Denver,,,cast
s17_the_duel_ii,Paula Meronek,F,Eliminated in Deja Duel,w:c:mtvrealworld:The Real World: Key West,,,cast
s17_the_duel_ii,Kimberly Alexander,F,Eliminated in Dueling for Dunbar,w:c:mtvrealworld:The Real World: Hollywood,,,cast
s17_the_duel_ii,Ruthie Alcaide,F,Eliminated in Duelers on the Verge of a Nervous Breakdown,w:c:mtvrealworld:The Real World: Hawaii,,,cast
s17_the_duel_ii,Katie Cooley,F,Eliminated in Duel-ality,w:c:roadrules:Road Rules: The Quest,,,cast
s17_the_duel_ii,Brooke LaBarbera,F,Eliminated in Duel What You Gotta Duel,w:c:mtvrealworld:The Real World: Denver,,,cast
s17_the_duel_ii,Robin Hibbard,F,Eliminated in Duel Unto Others,w:c:mtvrealworld:The Real World: San Diego (2004),,,cast
s17_the_duel_ii,Shauvon Torres,F,Eliminated in Duel Unto Others,w:c:mtvrealworld:The Real World: Sydney,,,cast
s18_the_ruins,Derrick Kosinski,M,Winners in Good Thai and Good Luck,w:c:roadrules:Road Rules: X-Treme,Champions,,cast
s18_the_ruins,Evan Starkman,M,Winners in Good Thai and Good Luck,Real World/Road Rules Challenge: Fresh Meat,Champions,,cast
s18_the_ruins,Johnny Bananas,M,Winners in Good Thai and Good Luck,w:c:mtvrealworld:The Real World: Key West,Champions,,cast
s18_the_ruins,Kenny Santucci,M,Winners in Good Thai and Good Luck,Real World/Road Rules Challenge: Fresh Meat,Champions,,cast
s18_the_ruins,Susie Meister,F,Winners in Good Thai and Good Luck,w:c:roadrules:Road Rules: Down Under,Champions,,cast
s18_the_ruins,Darrell Taylor,M,Disqualified in Thai Me Up! Thai Me Down!,w:c:roadrules:Road Rules: Campus Crawl,Champions,,cast
s18_the_ruins,Johanna Botta,F,Eliminated in Silence of the Ruins,w:c:mtvrealworld:The Real World: Austin,Champions,,cast
s18_the_ruins,Veronica Portillo,F,Eliminated in Ruining on Empty,w:c:roadrules:Road Rules: Semester at Sea,Champions,,cast
s18_the_ruins,Syrus Yarbrough,M,Eliminated in Ruining on Empty,w:c:mtvrealworld:The Real World: Boston,Champions,,cast
s18_the_ruins,Ibis Nieves,F,Eliminated in Reversal of Fortune,w:c:roadrules:Road Rules: X-Treme,Champions,,cast
s18_the_ruins,Wes Bergmann,M,Eliminated in Reversal of Fortune,w:c:mtvrealworld:The Real World: Austin,Champions,,cast
s18_the_ruins,Katie Cooley,F,Eliminated in Girls Gone Wild,w:c:roadrules:Road Rules: The Quest,Champions,,cast
s18_the_ruins,Tonya Cooley,F,Disqualified in Girls Gone Wild,w:c:mtvrealworld:The Real World: Chicago,Champions,,cast
s18_the_ruins,Evelyn Smith,F,Eliminated in The Booby Trap,Real World/Road Rules Challenge: Fresh Meat,Champions,,cast
s18_the_ruins,KellyAnne Judd,F,Runners-Up in Good Thai and Good Luck,w:c:mtvrealworld:The Real World: Sydney,Challengers,,cast
s18_the_ruins,Sarah Rice,F,Runners-Up in Good Thai and Good Luck,w:c:mtvrealworld:The Real World: Brooklyn,Challengers,,cast
s18_the_ruins,Casey Cooper,F,Eliminated in Muay So-Called Ruins,Real World/Road Rules Challenge: Fresh Meat,Challengers,,cast
s18_the_ruins,Dunbar Merrill,M,Eliminated in Muay So-Called Ruins,w:c:mtvrealworld:The Real World: Sydney,Challengers,,cast
s18_the_ruins,Kimberly Alexander,F,Eliminated in Muay So-Called Ruins,w:c:mtvrealworld:The Real World: Hollywood,Challengers,,cast
s18_the_ruins,Brad Fiorenza,M,Disqualified in Thai Me Up! Thai Me Down!,w:c:mtvrealworld:The Real World: San Diego,Challengers,,cast
s18_the_ruins,Cohutta Grindstaff,M,Eliminated in Silence of the Ruins,w:c:mtvrealworld:The Real World: Sydney,Challengers,,cast
s18_the_ruins,Danny Jamieson,M,Eliminated in Girls Gone Wild,w:c:mtvrealworld:The Real World: Austin,Challengers,,cast
s18_the_ruins,Adam King,M,Eliminated in The Road to Ruins,w:c:mtvrealworld:The Real World: Paris,Challengers,,cast
s18_the_ruins,Brianna Taylor,F,Eliminated in The Road to Ruins,w:c:mtvrealworld:The Real World: Hollywood,Challengers,,cast
s18_the_ruins,Nick Brown,M,Eliminated in The Booby Trap,w:c:mtvrealworld:The Real World: Hollywood,Challengers,,cast
s18_the_ruins,Shauvon Torres,F,Medically Disqualified in The Booby Trap,w:c:mtvrealworld:The Real World: Sydney,Challengers,,cast
s18_the_ruins,Diem Brown,F,Eliminated in Wes Side Story,Real World/Road Rules Challenge: Fresh Meat,Challengers,,cast
s18_the_ruins,Chet Cannon,M,Eliminated in Wes Side Story,w:c:mtvrealworld:The Real World: Brooklyn,Challengers,,cast
s19_fresh_meat_ii,Landon Lueck,M,"Winners in Well Done, Meat",w:c:mtvrealworld:The Real World: Philadelphia,,row_002,cast
s19_fresh_meat_ii,Carley Johnson,F,"Winners in Well Done, Meat",,,row_002,cast
s19_fresh_meat_ii,Kenny Santucci,M,"Runners-Up in Well Done, Meat",Real World/Road Rules Challenge: Fresh Meat,,row_003,cast
s19_fresh_meat_ii,Laurel Stucky,F,"Runners-Up in Well Done, Meat",,,row_003,cast
s19_fresh_meat_ii,Jillian Zoboroski,F,"Third Place in Well Done, Meat",w:c:roadrules:Road Rules: X-Treme,,row_004,cast
s19_fresh_meat_ii,Pete Connolly,M,"Third Place in Well Done, Meat",,,row_004,cast
s19_fresh_meat_ii,Jenn Grijalva,F,"Fourth Place in Well Done, Meat",w:c:mtvrealworld:The Real World: Denver,,row_005,cast
s19_fresh_meat_ii,Noor Jehangir,M,"Fourth Place in Well Done, Meat",,,row_005,cast
s19_fresh_meat_ii,Ryan Kehoe,M,"Eliminated in Well Done, Meat",Real World/Road Rules Challenge: Fresh Meat,,row_006,cast
s19_fresh_meat_ii,Theresa Jones,F,"Eliminated in Well Done, Meat",,,row_006,cast
