season_id,episode,gender,game,winner,loser
s21_rivals,6,M,Rail Slide,Adam King,Nehemiah Clark
s21_rivals,6,M,Rail Slide,CT Tamburello,Evan Starkman
s21_rivals,6,M,Rail Slide,CT Tamburello,Nehemiah Clark
s21_rivals,7,F,Blast Off,Cara Maria Sorbello,Jasmine Reynaud
s21_rivals,7,F,Blast Off,Cara Maria Sorbello,Jonna Mannion
s21_rivals,7,F,Blast Off,Laurel Stucky,Jasmine Reynaud
s21_rivals,7,F,Blast Off,Laurel Stucky,Jonna Mannion
s21_rivals,8/9,M,T-Bone,Johnny Bananas,Adam King
s21_rivals,8/9,M,T-Bone,Johnny Bananas,CT Tamburello
s21_rivals,8/9,M,T-Bone,Tyler Duckworth,Adam King
s21_rivals,8/9,M,T-Bone,Tyler Duckworth,CT Tamburello
s22_battle_of_the_exes,1,,X Knocks the Spot,Mandi Moyer,Nate Stodghill
s22_battle_of_the_exes,1,,X Knocks the Spot,Mandi Moyer,Priscilla Mendez
s22_battle_of_the_exes,1,,X Knocks the Spot,Wes Bergmann,Nate Stodghill
s22_battle_of_the_exes,1,,X Knocks the Spot,Wes Bergmann,Priscilla Mendez
s22_battle_of_the_exes,2,,X Battle,Leroy Garrett,Mandi Moyer
s22_battle_of_the_exes,2,,X Battle,Leroy Garrett,Wes Bergmann
s22_battle_of_the_exes,2,,X Battle,Naomi Defensor,Mandi Moyer
s22_battle_of_the_exes,2,,X Battle,Naomi Defensor,Wes Bergmann
s22_battle_of_the_exes,3,,Banded Together,Emily Schromm,Leroy Garrett
s22_battle_of_the_exes,3,,Banded Together,Emily Schromm,Naomi Defensor
s22_battle_of_the_exes,3,,Banded Together,Ty Ruff,Leroy Garrett
s22_battle_of_the_exes,3,,Banded Together,Ty Ruff,Naomi Defensor
s22_battle_of_the_exes,4,,X Knocks the Spot,Aneesa Ferreira,Jasmine Reynaud
s22_battle_of_the_exes,4,,X Knocks the Spot,Aneesa Ferreira,Tyri Ballard-Brown
s22_battle_of_the_exes,4,,X Knocks the Spot,Rachel Robinson,Jasmine Reynaud
s22_battle_of_the_exes,4,,X Knocks the Spot,Rachel Robinson,Tyri Ballard-Brown
s22_battle_of_the_exes,5,,X Battle,Emily Schromm,Abram Boise
s22_battle_of_the_exes,5,,X Battle,Emily Schromm,Cara Maria Sorbello
s22_battle_of_the_exes,5,,X Battle,Ty Ruff,Abram Boise
s22_battle_of_the_exes,5,,X Battle,Ty Ruff,Cara Maria Sorbello
s22_battle_of_the_exes,6,,Banded Together,Dunbar Merrill,Aneesa Ferreira
s22_battle_of_the_exes,6,,Banded Together,Dunbar Merrill,Rachel Robinson
s22_battle_of_the_exes,6,,Banded Together,Paula Meronek,Aneesa Ferreira
s22_battle_of_the_exes,6,,Banded Together,Paula Meronek,Rachel Robinson
s22_battle_of_the_exes,7/8,,Hall Pass,Emily Schromm,Dunbar Merrill
s22_battle_of_the_exes,7/8,,Hall Pass,Emily Schromm,Paula Meronek
s22_battle_of_the_exes,7/8,,Hall Pass,Ty Ruff,Dunbar Merrill
s22_battle_of_the_exes,7/8,,Hall Pass,Ty Ruff,Paula Meronek
s22_battle_of_the_exes,8/9,,X Battle,Camila Nakagawa,Mark Long
s22_battle_of_the_exes,8/9,,X Battle,Camila Nakagawa,Robin Hibbard
s22_battle_of_the_exes,8/9,,X Battle,Johnny Bananas,Mark Long
s22_battle_of_the_exes,8/9,,X Battle,Johnny Bananas,Robin Hibbard
s23_battle_of_the_seasons_2012,1,,Hall Brawl,Cara Maria Sorbello,Lacey Buehler
s23_battle_of_the_seasons_2012,1,,Hall Brawl,Cara Maria Sorbello,Wes Bergmann
s23_battle_of_the_seasons_2012,1,,Hall Brawl,Big Easy Banks,Lacey Buehler
s23_battle_of_the_seasons_2012,1,,Hall Brawl,Big Easy Banks,Wes Bergmann
s23_battle_of_the_seasons_2012,2,,Balls Out,Camila Nakagawa,Danny Jamieson
s23_battle_of_the_seasons_2012,2,,Balls Out,Camila Nakagawa,Melinda Collins
s23_battle_of_the_seasons_2012,2,,Balls Out,Big Easy Banks,Danny Jamieson
s23_battle_of_the_seasons_2012,2,,Balls Out,Big Easy Banks,Melinda Collins
s23_battle_of_the_seasons_2012,3,,Knot So Fast,Chet Cannon,Brandon Nelson
s23_battle_of_the_seasons_2012,3,,Knot So Fast,Chet Cannon,Cara Maria Sorbello
s23_battle_of_the_seasons_2012,3,,Knot So Fast,Sarah Rice,Brandon Nelson
s23_battle_of_the_seasons_2012,3,,Knot So Fast,Sarah Rice,Cara Maria Sorbello
s23_battle_of_the_seasons_2012,4/5,,Water Torture,Devyn Simone,Camila Nakagawa
s23_battle_of_the_seasons_2012,4/5,,Water Torture,Devyn Simone,Big Easy Banks
s23_battle_of_the_seasons_2012,4/5,,Water Torture,JD Ordoñez,Camila Nakagawa
s23_battle_of_the_seasons_2012,4/5,,Water Torture,JD Ordoñez,Big Easy Banks
s23_battle_of_the_seasons_2012,5,,Balls Out,Chet Cannon,McKenzie Coburn
s23_battle_of_the_seasons_2012,5,,Balls Out,Chet Cannon,Preston Roberson-Charles
s23_battle_of_the_seasons_2012,5,,Balls Out,Sarah Rice,McKenzie Coburn
s23_battle_of_the_seasons_2012,5,,Balls Out,Sarah Rice,Preston Roberson-Charles
s23_battle_of_the_seasons_2012,6,,Knot So Fast,Dustin Zito,Laura Waller
s23_battle_of_the_seasons_2012,6,,Knot So Fast,Dustin Zito,Trey Weatherholtz
s23_battle_of_the_seasons_2012,6,,Knot So Fast,Nany González,Laura Waller
s23_battle_of_the_seasons_2012,6,,Knot So Fast,Nany González,Trey Weatherholtz
s23_battle_of_the_seasons_2012,7,,Water Torture,Sam McGinn,Jemmye Carroll
s23_battle_of_the_seasons_2012,7,,Water Torture,Sam McGinn,Ryan Knight
s23_battle_of_the_seasons_2012,7,,Water Torture,Zach Nichols,Jemmye Carroll
s23_battle_of_the_seasons_2012,7,,Water Torture,Zach Nichols,Ryan Knight
s23_battle_of_the_seasons_2012,8,,Hall Brawl,Sam McGinn,CJ Koegel
s23_battle_of_the_seasons_2012,8,,Hall Brawl,Sam McGinn,Jasmine Reynaud
s23_battle_of_the_seasons_2012,8,,Hall Brawl,Zach Nichols,CJ Koegel
s23_battle_of_the_seasons_2012,8,,Hall Brawl,Zach Nichols,Jasmine Reynaud
s23_battle_of_the_seasons_2012,9,,Balls Out,Marie Roda,Alton Williams
s23_battle_of_the_seasons_2012,9,,Balls Out,Marie Roda,Nany González
s23_battle_of_the_seasons_2012,9,,Balls Out,Robb Schreiber,Alton Williams
s23_battle_of_the_seasons_2012,9,,Balls Out,Robb Schreiber,Nany González
s23_battle_of_the_seasons_2012,10,,Water Torture,Dustin Zito,Marie Roda
s23_battle_of_the_seasons_2012,10,,Water Torture,Dustin Zito,Robb Schreiber
s23_battle_of_the_seasons_2012,10,,Water Torture,Trishelle Cannatella,Marie Roda
s23_battle_of_the_seasons_2012,10,,Water Torture,Trishelle Cannatella,Robb Schreiber
s23_battle_of_the_seasons_2012,11,,Knot So Fast,Ashley Kelsey,Derek Chavez
s23_battle_of_the_seasons_2012,11,,Knot So Fast,Ashley Kelsey,Jonna Mannion
s23_battle_of_the_seasons_2012,11,,Knot So Fast,Frank Fox,Derek Chavez
s23_battle_of_the_seasons_2012,11,,Knot So Fast,Frank Fox,Jonna Mannion
s24_rivals_ii,1,M,Last Chance,Derek Chavez,Dunbar Merrill
s24_rivals_ii,1,M,Last Chance,Derek Chavez,Tyri Ballard-Brown
s24_rivals_ii,1,M,Last Chance,Robb Schreiber,Dunbar Merrill
s24_rivals_ii,1,M,Last Chance,Robb Schreiber,Tyri Ballard-Brown
s24_rivals_ii,2,F,Hanging by a Thread,Cara Maria Sorbello,Anastasia Miller
s24_rivals_ii,2,F,Hanging by a Thread,Cara Maria Sorbello,Jessica McCain
s24_rivals_ii,2,F,Hanging by a Thread,Heather Cooke,Anastasia Miller
s24_rivals_ii,2,F,Hanging by a Thread,Heather Cooke,Jessica McCain
s24_rivals_ii,3,M,Snapper,Ryan Knight,Derek Chavez
s24_rivals_ii,3,M,Snapper,Ryan Knight,Robb Schreiber
s24_rivals_ii,3,M,Snapper,Preston Roberson-Charles,Derek Chavez
s24_rivals_ii,3,M,Snapper,Preston Roberson-Charles,Robb Schreiber
s24_rivals_ii,5,M,Breaking on Through,Leroy Garrett,Trey Weatherholtz
s24_rivals_ii,5,M,Breaking on Through,Leroy Garrett,Zach Nichols
s24_rivals_ii,5,M,Breaking on Through,Ty Ruff,Trey Weatherholtz
s24_rivals_ii,5,M,Breaking on Through,Ty Ruff,Zach Nichols
s24_rivals_ii,6,F,Catch-22,Camila Nakagawa,Jasmine Reynaud
s24_rivals_ii,6,F,Catch-22,Camila Nakagawa,Theresa Jones
s24_rivals_ii,6,F,Catch-22,Jemmye Carroll,Jasmine Reynaud
s24_rivals_ii,6,F,Catch-22,Jemmye Carroll,Theresa Jones
s24_rivals_ii,7,M,Last Chance,Jordan Wiseley,Leroy Garrett
s24_rivals_ii,7,M,Last Chance,Jordan Wiseley,Ty Ruff
s24_rivals_ii,7,M,Last Chance,Marlon Williams,Leroy Garrett
s24_rivals_ii,7,M,Last Chance,Marlon Williams,Ty Ruff
s24_rivals_ii,8,F,Snapper,Cara Maria Sorbello,Jonna Mannion
s24_rivals_ii,8,F,Snapper,Cara Maria Sorbello,Nany González
s24_rivals_ii,8,F,Snapper,Heather Cooke,Jonna Mannion
s24_rivals_ii,8,F,Snapper,Heather Cooke,Nany González
s24_rivals_ii,9,M,Breaking on Through,Jordan Wiseley,Ryan Knight
s24_rivals_ii,9,M,Breaking on Through,Jordan Wiseley,Preston Roberson-Charles
s24_rivals_ii,9,M,Breaking on Through,Marlon Williams,Ryan Knight
s24_rivals_ii,9,M,Breaking on Through,Marlon Williams,Preston Roberson-Charles
s24_rivals_ii,10/11,F,Hanging by a Thread,Camila Nakagawa,Aneesa Ferreira
s24_rivals_ii,10/11,F,Hanging by a Thread,Camila Nakagawa,Diem Brown
s24_rivals_ii,10/11,F,Hanging by a Thread,Jemmye Carroll,Aneesa Ferreira
s24_rivals_ii,10/11,F,Hanging by a Thread,Jemmye Carroll,Diem Brown
s25_free_agents,1,,Balls In,Frank Fox,Chet Cannon
s25_free_agents,1,,,LaToya Jackson,Jemmye Carroll
s25_free_agents,2,,Wrecking Wall,Jonna Mannion,Emilee Fitzpatrick
s25_free_agents,2,,,Frank Fox,Dustin Zito
s25_free_agents,3,,,Cara Maria Sorbello,Nia Moore
s25_free_agents,4,,Oppenheimer,Cara Maria Sorbello,LaToya Jackson
s25_free_agents,4,,,Zach Nichols,Brandon Nelson
s25_free_agents,5,,Balls In,Laurel Stucky,Jasmine Reynaud
s25_free_agents,5,,,Johnny Bananas,Isaac Stout
s25_free_agents,6,,Looper,Jordan Wiseley,Brandon Swift
s25_free_agents,6,,,Theresa Jones,Camila Nakagawa
s25_free_agents,7,,Wrecking Wall,Aneesa Ferreira,Jonna Mannion
s25_free_agents,7,,,Johnny Bananas,Jordan Wiseley
s25_free_agents,8,,Oppenheimer,Cohutta Grindstaff,Preston Roberson-Charles
s25_free_agents,8,,,Laurel Stucky,Aneesa Ferreira
s25_free_agents,9,,Balls In,Cara Maria Sorbello,Jessica McCain
s25_free_agents,9,,,Leroy Garrett,Cohutta Grindstaff
s25_free_agents,10/11,,Wrecking Wall,CT Tamburello,Leroy Garrett
s25_free_agents,10/11,,,Laurel Stucky,Cara Maria Sorbello
s25_free_agents,11,,Puzzle Pyramid,Laurel Stucky,Theresa Jones
s25_free_agents,11,,,Johnny Bananas,CT Tamburello
s26_battle_of_the_exes_ii,1,,Pole Position,Adam Kuhn,Dustin Zito
s26_battle_of_the_exes_ii,1,,Pole Position,Adam Kuhn,Jessica McCain
s26_battle_of_the_exes_ii,1,,Pole Position,Brittany Baldi,Dustin Zito
s26_battle_of_the_exes_ii,1,,Pole Position,Brittany Baldi,Jessica McCain
s26_battle_of_the_exes_ii,2,,Banded Together,Averey Tressler,Hailey Chivers
s26_battle_of_the_exes_ii,2,,Banded Together,Averey Tressler,Thomas Buell
s26_battle_of_the_exes_ii,2,,Banded Together,Johnny Reilly,Hailey Chivers
s26_battle_of_the_exes_ii,2,,Banded Together,Johnny Reilly,Thomas Buell
s26_battle_of_the_exes_ii,3,,"He Said, She Said",Adam Kuhn,John Jacobs
s26_battle_of_the_exes_ii,3,,"He Said, She Said",Adam Kuhn,Simone Kelly
s26_battle_of_the_exes_ii,3,,"He Said, She Said",Brittany Baldi,John Jacobs
s26_battle_of_the_exes_ii,3,,"He Said, She Said",Brittany Baldi,Simone Kelly
s26_battle_of_the_exes_ii,4,,Breaking Up,Adam Kuhn,Jemmye Carroll
s26_battle_of_the_exes_ii,4,,Breaking Up,Adam Kuhn,Ryan Knight
s26_battle_of_the_exes_ii,4,,Breaking Up,Brittany Baldi,Jemmye Carroll
s26_battle_of_the_exes_ii,4,,Breaking Up,Brittany Baldi,Ryan Knight
s26_battle_of_the_exes_ii,5,,Strung Out,Leroy Garrett,Johnny Bananas
s26_battle_of_the_exes_ii,5,,Strung Out,Leroy Garrett,Nany González
s26_battle_of_the_exes_ii,5,,Strung Out,Nia Moore,Johnny Bananas
s26_battle_of_the_exes_ii,5,,Strung Out,Nia Moore,Nany González
s26_battle_of_the_exes_ii,6/7,,Stacking Up,Averey Tressler,Adam Kuhn
s26_battle_of_the_exes_ii,6/7,,Stacking Up,Averey Tressler,Brittany Baldi
s26_battle_of_the_exes_ii,6/7,,Stacking Up,Johnny Reilly,Adam Kuhn
s26_battle_of_the_exes_ii,6/7,,Stacking Up,Johnny Reilly,Brittany Baldi
s26_battle_of_the_exes_ii,7,,Hooking Up,Leroy Garrett,Averey Tressler
s26_battle_of_the_exes_ii,7,,Hooking Up,Leroy Garrett,Johnny Reilly
s26_battle_of_the_exes_ii,7,,Hooking Up,Nia Moore,Averey Tressler
s26_battle_of_the_exes_ii,7,,Hooking Up,Nia Moore,Johnny Reilly
s26_battle_of_the_exes_ii,8,,Hammer It Home,Jordan Wiseley,Jonna Mannion
s26_battle_of_the_exes_ii,8,,Hammer It Home,Jordan Wiseley,Zach Nichols
s26_battle_of_the_exes_ii,8,,Hammer It Home,Sarah Rice,Jonna Mannion
s26_battle_of_the_exes_ii,8,,Hammer It Home,Sarah Rice,Zach Nichols
s26_battle_of_the_exes_ii,9/10,,Hall Brawl,Leroy Garrett,Theresa Jones
s26_battle_of_the_exes_ii,9/10,,Hall Brawl,Leroy Garrett,Wes Bergmann
s26_battle_of_the_exes_ii,9/10,,Hall Brawl,Nia Moore,Theresa Jones
s26_battle_of_the_exes_ii,9/10,,Hall Brawl,Nia Moore,Wes Bergmann
s26_battle_of_the_exes_ii,10/11,,X Battle,Leroy Garrett,Johnny Bananas
s26_battle_of_the_exes_ii,10/11,,X Battle,Leroy Garrett,Nany González
s26_battle_of_the_exes_ii,10/11,,X Battle,Theresa Jones,Johnny Bananas
s26_battle_of_the_exes_ii,10/11,,X Battle,Theresa Jones,Nany González
s27_battle_of_the_bloodlines,1,F,End Of My Rope,Jenna Compono,Christina LeBlanc
s27_battle_of_the_bloodlines,1,F,End Of My Rope,Jenna Compono,Emily Reese
s27_battle_of_the_bloodlines,2,M,Squaring Off,Thomas Buell,Cohutta Grindstaff
s27_battle_of_the_bloodlines,2,M,Squaring Off,Thomas Buell,Jill Tuttle
s27_battle_of_the_bloodlines,3/4,F,Door Slammer,Jenna Compono,Camila Nakagawa
s27_battle_of_the_bloodlines,3/4,F,Door Slammer,Jenna Compono,Larissa Nakagawa
s27_battle_of_the_bloodlines,4/5,M,My Way or the Highway,Mitch Reid,Dario Medrano
s27_battle_of_the_bloodlines,4/5,M,My Way or the Highway,Mitch Reid,Raphy Medrano
s27_battle_of_the_bloodlines,6,F,Ring My Bell,KellyAnne Judd,Nany González
s27_battle_of_the_bloodlines,6,F,Ring My Bell,KellyAnne Judd,Nicole Ramos
s27_battle_of_the_bloodlines,7,M,Home Wrecker,Mike Boise,Thomas Buell
s27_battle_of_the_bloodlines,7,M,Home Wrecker,Mike Boise,Stephen Buell
s27_battle_of_the_bloodlines,8,F,Spun Out,Jenna Compono,KellyAnne Judd
s27_battle_of_the_bloodlines,8,F,Spun Out,Jenna Compono,Anthony Cuomo
s27_battle_of_the_bloodlines,9,M,Hand it Over,Jamie Banks,Abram Boise
s27_battle_of_the_bloodlines,9,M,Hand it Over,Jamie Banks,Mike Boise
s27_battle_of_the_bloodlines,10,,Through Thick and Thin,Cara Maria Sorbello,Johnny Bananas
s27_battle_of_the_bloodlines,10,,Through Thick and Thin,Cara Maria Sorbello,Vince Gliatta
s27_battle_of_the_bloodlines,10,,Through Thick and Thin,Jamie Banks,Johnny Bananas
s27_battle_of_the_bloodlines,10,,Through Thick and Thin,Jamie Banks,Vince Gliatta
s27_battle_of_the_bloodlines,11,F,Mine Not Yours,Cara Maria Sorbello,Aneesa Ferreira
s27_battle_of_the_bloodlines,11,F,Mine Not Yours,Cara Maria Sorbello,Rianna Polin
s28_rivals_iii,1/2,,Back It Up,Jessica McCain,Cheyenne Floyd
s28_rivals_iii,1/2,,Back It Up,Jessica McCain,Devin Walker
s28_rivals_iii,1/2,,Back It Up,Johnny Reilly,Cheyenne Floyd
s28_rivals_iii,1/2,,Back It Up,Johnny Reilly,Devin Walker
s28_rivals_iii,4/5,,Weight for Me,Amanda Garcia,Jessica McCain
s28_rivals_iii,4/5,,Weight for Me,Amanda Garcia,Johnny Reilly
s28_rivals_iii,4/5,,Weight for Me,Nelson Thomas,Jessica McCain
s28_rivals_iii,4/5,,Weight for Me,Nelson Thomas,Johnny Reilly
s28_rivals_iii,7,,Chill Out,Jamie Banks,Amanda Garcia
s28_rivals_iii,7,,Chill Out,Jamie Banks,Nelson Thomas
s28_rivals_iii,7,,Chill Out,KellyAnne Judd,Amanda Garcia
s28_rivals_iii,7,,Chill Out,KellyAnne Judd,Nelson Thomas
s28_rivals_iii,8/9,,Hear Me Out,Nany González,Jamie Banks
s28_rivals_iii,8/9,,Hear Me Out,Nany González,KellyAnne Judd
s28_rivals_iii,8/9,,Hear Me Out,Wes Bergmann,Jamie Banks
s28_rivals_iii,8/9,,Hear Me Out,Wes Bergmann,KellyAnne Judd
s28_rivals_iii,10/11,,Spun Out,Christina LeBlanc,Ashley Mitchell
s28_rivals_iii,10/11,,Spun Out,Christina LeBlanc,Cory Wharton
s28_rivals_iii,10/11,,Spun Out,Nate Siebenmark,Ashley Mitchell
s28_rivals_iii,10/11,,Spun Out,Nate Siebenmark,Cory Wharton
s28_rivals_iii,11,,Shattered Dreams,Nany González,Christina LeBlanc
s28_rivals_iii,11,,Shattered Dreams,Nany González,Nate Siebenmark
s28_rivals_iii,11,,Shattered Dreams,Wes Bergmann,Christina LeBlanc
s28_rivals_iii,11,,Shattered Dreams,Wes Bergmann,Nate Siebenmark
s28_rivals_iii,12,,Tunnel Vision,Dario Medrano,Nany González
s28_rivals_iii,12,,Tunnel Vision,Dario Medrano,Wes Bergmann
s28_rivals_iii,12,,Tunnel Vision,Nicole Ramos,Nany González
s28_rivals_iii,12,,Tunnel Vision,Nicole Ramos,Wes Bergmann
s28_rivals_iii,13,,"Don't Wine for Me, Argentina",Johnny Bananas,Dario Medrano
s28_rivals_iii,13,,"Don't Wine for Me, Argentina",Johnny Bananas,Nicole Ramos
s28_rivals_iii,13,,"Don't Wine for Me, Argentina",Sarah Rice,Dario Medrano
s28_rivals_iii,13,,"Don't Wine for Me, Argentina",Sarah Rice,Nicole Ramos
s29_invasion_of_the_champions,1/2,,In the Trenches,Kailah Casillas-Bird,Marie Roda
s29_invasion_of_the_champions,1/2,,,Tony Raines,Bruno Bettencourt
s29_invasion_of_the_champions,3,,Who's Got Balls?,Cory Wharton,Theo King-Bradley
s29_invasion_of_the_champions,3,,,Jenna Compono,Anika Rashaun
s29_invasion_of_the_champions,4,,Thai Rise,Sylvia Elsrode,LaToya Jackson
s29_invasion_of_the_champions,4,,,Nelson Thomas,Anthony Bartolotte
s29_invasion_of_the_champions,5/6,,Tuk Tuk Bang Bang,Sylvia Elsrode,Kailah Casillas-Bird
s29_invasion_of_the_champions,5/6,,,Shane Landrum,Tony Raines
s29_invasion_of_the_champions,7,,Pole Wrestle,Cara Maria Sorbello,Ashley Kelsey
s29_invasion_of_the_champions,7,,,Darrell Taylor,Zach Nichols
s29_invasion_of_the_champions,8,,Bell Ringer,Nelson Thomas,Dario Medrano
s29_invasion_of_the_champions,8,,,Jenna Compono,Sylvia Elsrode
s29_invasion_of_the_champions,9/10,,Balls In,Darrell Taylor,Johnny Bananas
s29_invasion_of_the_champions,9/10,,,Laurel Stucky,Cara Maria Sorbello
s29_invasion_of_the_champions,11/12,,Inside Out,Ashley Mitchell,Amanda Garcia
s29_invasion_of_the_champions,11/12,,,Nelson Thomas,Shane Landrum
s29_invasion_of_the_champions,12/13,,Knot So Fast,CT Tamburello,Darrell Taylor
s29_invasion_of_the_champions,12/13,,,Camila Nakagawa,Laurel Stucky
s30_xxx_dirty_30,1,,The Purge,Johnny Bananas,Kailah Casillas-Bird
s30_xxx_dirty_30,1,,,Hunter Barfield,Camila Nakagawa
s30_xxx_dirty_30,1,,,Jordan Wiseley,Aneesa Ferreira
s30_xxx_dirty_30,1,,,Derrick Kosinski,Tori Deal
s30_xxx_dirty_30,1,,,Amanda Garcia,LaToya Jackson
s30_xxx_dirty_30,1,,,Shane Raines,Darrell Taylor
s30_xxx_dirty_30,2/3,,Balls to the Wall,Cory Wharton,Derrick Henry
s30_xxx_dirty_30,2/3,,,Nelson Thomas,CT Tamburello
s30_xxx_dirty_30,2/3,,,Britni Thornton,Briana LaCuesta
s30_xxx_dirty_30,2/3,,,Nicole Ramos,Tori Deal
s30_xxx_dirty_30,3/4,,The Great Escape,Kailah Casillas-Bird,Jenna Compono
s30_xxx_dirty_30,3/4,,,Ammo Hall,Tony Raines
s30_xxx_dirty_30,6/7,,Striptease,Jordan Wiseley,Ammo Hall
s30_xxx_dirty_30,6/7,,,Tori Deal,Marie Roda
s30_xxx_dirty_30,7/8,,Deadweight,Kailah Casillas-Bird,Aneesa Ferreira
s30_xxx_dirty_30,7/8,,,Hunter Barfield,Cory Wharton
s30_xxx_dirty_30,8/9,,Rampage,Britni Thornton,Nicole Ramos
s30_xxx_dirty_30,8/9,,,Nelson Thomas,Hunter Barfield
s30_xxx_dirty_30,11/12,,Web of Lies,Tony Raines,Dario Medrano
s30_xxx_dirty_30,11/12,,,Veronica Portillo,Aneesa Ferreira
s30_xxx_dirty_30,12/13,,Body Check,Hunter Barfield,Leroy Garrett
s30_xxx_dirty_30,12/13,,,Camila Nakagawa,Jemmye Carroll
s30_xxx_dirty_30,14,,Backstabber,Hunter Barfield,Jordan Wiseley
s30_xxx_dirty_30,14,,The Reel World,Camila Nakagawa,Britni Thornton
s30_xxx_dirty_30,14,,,Derrick Kosinski,Johnny Bananas
s30_xxx_dirty_30,15/16,,X Marks the Spot,CT Tamburello,Cara Maria Sorbello
s30_xxx_dirty_30,15/16,,,Jordan Wiseley,Tori Deal
s30_xxx_dirty_30,15/16,,Snaking Your Way Back In,Derrick Kosinski,Tony Raines
s30_xxx_dirty_30,15/16,,,Camila Nakagawa,Jenna Compono
s31_vendettas,1,,,Joss Mooney,Rogan O'Connor
s31_vendettas,2/3,M,Balls of Fire,Nelson Thomas,Cory Wharton
s31_vendettas,3/4,F,Chain Reaction,Melissa Reeves,Alicia Wright
s31_vendettas,4/5,F,Oil and Water,Sylvia Elsrode,Melissa Reeves
s31_vendettas,6/7,M,Troubled Water,Brad Fiorenza,Victor Arroyo
s31_vendettas,7/8,,Crazy 8,Jordan Wiseley,Shane Landrum
s31_vendettas,7/8,,,Aneesa Ferreira,Veronica Portillo
s31_vendettas,7/8,,,Kam Williams,Tori Deal
s31_vendettas,7/8,,,Derrick Kosinski,Joss Mooney
s31_vendettas,8/9,F,Basket Case,Kailah Casillas-Bird,Marie Roda
s31_vendettas,9/10,M,Not So Bright,Devin Walker,Johnny Bananas
s31_vendettas,11,,Yankin' My Chain,Brad Fiorenza,Frank Fox
s31_vendettas,11,,,Kam Williams,Ashley Mitchell
s31_vendettas,11,,,Laurel Stucky,Britni Thornton
s31_vendettas,12,F,Spanish Torture,Kam Williams,Natalie Negrotti
s31_vendettas,12/13,,,Zach Nichols,Devin Walker
s31_vendettas,12/13,,,Nicole Zanatta,Jemmye Carroll
s31_vendettas,13,M,,Tony Raines,Nelson Thomas
s31_vendettas,13,,Head Banger,Leroy Garrett,Brad Fiorenza
s31_vendettas,11,,,Darrell Taylor,Nelson Thomas
s32_final_reckoning,1,,Opening Challenge,Amanda Garcia,Britni Thornton
s32_final_reckoning,1,,Opening Challenge,Amanda Garcia,Chuck Mowery
s32_final_reckoning,1,,Opening Challenge,Zach Nichols,Britni Thornton
s32_final_reckoning,1,,Opening Challenge,Zach Nichols,Chuck Mowery
s32_final_reckoning,2/3,,Think Outside the Box,Kam Williams,Natalie Negrotti
s32_final_reckoning,2/3,,Think Outside the Box,Kam Williams,Paulie Calafiore
s32_final_reckoning,2/3,,Think Outside the Box,Kayleigh Morris,Natalie Negrotti
s32_final_reckoning,2/3,,Think Outside the Box,Kayleigh Morris,Paulie Calafiore
s32_final_reckoning,5,,Shark Bait,Brad Fiorenza,CT Tamburello
s32_final_reckoning,5,,Shark Bait,Brad Fiorenza,Veronica Portillo
s32_final_reckoning,5,,Shark Bait,Kyle Christie,CT Tamburello
s32_final_reckoning,5,,Shark Bait,Kyle Christie,Veronica Portillo
s32_final_reckoning,6/7,,Ramp It Up,Joss Mooney,Derrick Henry
s32_final_reckoning,6/7,,Ramp It Up,Joss Mooney,Tori Deal
s32_final_reckoning,6/7,,Ramp It Up,Sylvia Elsrode,Derrick Henry
s32_final_reckoning,6/7,,Ramp It Up,Sylvia Elsrode,Tori Deal
s32_final_reckoning,7/8,,No Slack,Ashley Mitchell,Angela Babicz
s32_final_reckoning,7/8,,No Slack,Ashley Mitchell,Faith Stowers
s32_final_reckoning,7/8,,No Slack,Hunter Barfield,Angela Babicz
s32_final_reckoning,7/8,,No Slack,Hunter Barfield,Faith Stowers
s32_final_reckoning,8/9,,Think Tank,Kam Williams,Da'Vonne Rogers
s32_final_reckoning,8/9,,Think Tank,Kam Williams,Jozea Flores
s32_final_reckoning,8/9,,Think Tank,Kayleigh Morris,Da'Vonne Rogers
s32_final_reckoning,8/9,,Think Tank,Kayleigh Morris,Jozea Flores
s32_final_reckoning,10/11,,Dunking for Dinner,Ashley Mitchell,Kam Williams
s32_final_reckoning,10/11,,Dunking for Dinner,Ashley Mitchell,Kayleigh Morris
s32_final_reckoning,10/11,,Dunking for Dinner,Hunter Barfield,Kam Williams
s32_final_reckoning,10/11,,Dunking for Dinner,Hunter Barfield,Kayleigh Morris
s32_final_reckoning,11/12,,Tread Lightly,Nelson Thomas,Brad Fiorenza
s32_final_reckoning,11/12,,Tread Lightly,Nelson Thomas,Kyle Christie
s32_final_reckoning,11/12,,Tread Lightly,Shane Landrum,Brad Fiorenza
s32_final_reckoning,11/12,,Tread Lightly,Shane Landrum,Kyle Christie
s32_final_reckoning,12/13,,Shake It Off,Cory Wharton,Amanda Garcia
s32_final_reckoning,12/13,,Shake It Off,Cory Wharton,Zach Nichols
s32_final_reckoning,12/13,,Shake It Off,Devin Walker,Amanda Garcia
s32_final_reckoning,12/13,,Shake It Off,Devin Walker,Zach Nichols
s32_final_reckoning,12/13,,,Cory Wharton,Da'Vonne Rogers
s32_final_reckoning,12/13,,,Cory Wharton,Jozea Flores
s32_final_reckoning,12/13,,,Devin Walker,Da'Vonne Rogers
s32_final_reckoning,12/13,,,Devin Walker,Jozea Flores
